place,latitude,longitude,date,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,wind_speed_10m_max,source
dhaka,23.8103,90.4125,2022-01-01,23.8,14.2,0.0,0.0,13.8,Open-Meteo
dhaka,23.8103,90.4125,2022-01-02,23.9,13.6,0.0,0.0,11.0,Open-Meteo
dhaka,23.8103,90.4125,2022-01-03,23.9,13.6,0.0,0.0,9.4,Open-Meteo
dhaka,23.8103,90.4125,2022-01-04,23.7,12.7,0.0,0.0,9.4,Open-Meteo
dhaka,23.8103,90.4125,2022-01-05,23.8,12.4,0.0,0.0,9.5,Open-Meteo
dhaka,23.8103,90.4125,2022-01-06,24.0,12.2,0.0,0.0,9.0,Open-Meteo
dhaka,23.8103,90.4125,2022-01-07,25.2,13.6,0.0,0.0,9.5,Open-Meteo
dhaka,23.8103,90.4125,2022-01-08,25.9,14.3,0.0,0.0,10.0,Open-Meteo
dhaka,23.8103,90.4125,2022-01-09,26.1,14.0,0.0,0.0,10.2,Open-Meteo
dhaka,23.8103,90.4125,2022-01-10,26.3,14.5,0.0,0.0,9.4,Open-Meteo
dhaka,23.8103,90.4125,2022-01-11,25.7,15.8,1.9,1.9,13.0,Open-Meteo
dhaka,23.8103,90.4125,2022-01-12,23.9,17.5,3.5,3.5,16.6,Open-Meteo
dhaka,23.8103,90.4125,2022-01-13,24.4,15.9,1.1,1.1,9.0,Open-Meteo
dhaka,23.8103,90.4125,2022-01-14,22.2,15.9,0.0,0.0,11.6,Open-Meteo
dhaka,23.8103,90.4125,2022-01-15,23.2,15.1,0.0,0.0,9.5,Open-Meteo
dhaka,23.8103,90.4125,2022-01-16,22.9,13.5,0.0,0.0,13.4,Open-Meteo
dhaka,23.8103,90.4125,2022-01-17,23.7,12.3,0.0,0.0,11.8,Open-Meteo
dhaka,23.8103,90.4125,2022-01-18,23.8,13.1,0.0,0.0,9.4,Open-Meteo
dhaka,23.8103,90.4125,2022-01-19,23.5,14.0,0.1,0.1,10.0,Open-Meteo
dhaka,23.8103,90.4125,2022-01-20,22.6,13.2,0.0,0.0,12.3,Open-Meteo
dhaka,23.8103,90.4125,2022-01-21,23.2,13.0,0.0,0.0,8.5,Open-Meteo
dhaka,23.8103,90.4125,2022-01-22,21.7,13.2,0.2,0.2,8.2,Open-Meteo
dhaka,23.8103,90.4125,2022-01-23,22.6,13.8,0.1,0.1,10.1,Open-Meteo
dhaka,23.8103,90.4125,2022-01-24,20.7,16.1,4.3,4.3,12.2,Open-Meteo
dhaka,23.8103,90.4125,2022-01-25,23.5,13.6,0.0,0.0,7.6,Open-Meteo
dhaka,23.8103,90.4125,2022-01-26,24.3,15.0,1.1,1.1,10.2,Open-Meteo
dhaka,23.8103,90.4125,2022-01-27,22.8,14.1,0.4,0.4,13.0,Open-Meteo
dhaka,23.8103,90.4125,2022-01-28,21.0,10.6,0.0,0.0,15.9,Open-Meteo
dhaka,23.8103,90.4125,2022-01-29,20.8,9.0,0.0,0.0,13.3,Open-Meteo
dhaka,23.8103,90.4125,2022-01-30,21.2,9.7,0.0,0.0,11.4,Open-Meteo
dhaka,23.8103,90.4125,2022-01-31,23.0,10.6,0.0,0.0,10.2,Open-Meteo
dhaka,23.8103,90.4125,2022-02-01,24.4,14.3,0.5,0.5,17.1,Open-Meteo
dhaka,23.8103,90.4125,2022-02-02,24.5,12.0,0.0,0.0,11.5,Open-Meteo
dhaka,23.8103,90.4125,2022-02-03,24.5,15.6,6.7,6.7,11.6,Open-Meteo
dhaka,23.8103,90.4125,2022-02-04,24.4,15.5,17.7,17.7,14.6,Open-Meteo
dhaka,23.8103,90.4125,2022-02-05,22.4,13.7,5.1,5.1,16.6,Open-Meteo
dhaka,23.8103,90.4125,2022-02-06,21.5,10.6,0.0,0.0,9.4,Open-Meteo
dhaka,23.8103,90.4125,2022-02-07,21.9,10.6,0.0,0.0,13.8,Open-Meteo
dhaka,23.8103,90.4125,2022-02-08,23.3,11.9,0.0,0.0,8.2,Open-Meteo
dhaka,23.8103,90.4125,2022-02-09,23.9,12.8,0.1,0.1,8.7,Open-Meteo
dhaka,23.8103,90.4125,2022-02-10,19.3,14.8,0.8,0.8,9.3,Open-Meteo
dhaka,23.8103,90.4125,2022-02-11,23.5,12.5,0.2,0.2,11.5,Open-Meteo
dhaka,23.8103,90.4125,2022-02-12,22.8,12.1,0.0,0.0,11.9,Open-Meteo
dhaka,23.8103,90.4125,2022-02-13,24.7,11.8,0.0,0.0,14.0,Open-Meteo
dhaka,23.8103,90.4125,2022-02-14,24.7,12.7,0.0,0.0,10.0,Open-Meteo
dhaka,23.8103,90.4125,2022-02-15,24.7,12.2,0.0,0.0,10.5,Open-Meteo
dhaka,23.8103,90.4125,2022-02-16,25.0,12.7,0.0,0.0,9.2,Open-Meteo
dhaka,23.8103,90.4125,2022-02-17,25.2,12.0,0.0,0.0,11.4,Open-Meteo
dhaka,23.8103,90.4125,2022-02-18,26.2,14.1,0.0,0.0,14.0,Open-Meteo
dhaka,23.8103,90.4125,2022-02-19,26.1,12.1,0.0,0.0,12.9,Open-Meteo
dhaka,23.8103,90.4125,2022-02-20,26.8,13.0,4.3,4.3,12.0,Open-Meteo
dhaka,23.8103,90.4125,2022-02-21,26.0,15.2,0.1,0.1,13.8,Open-Meteo
dhaka,23.8103,90.4125,2022-02-22,26.6,13.7,0.0,0.0,10.4,Open-Meteo
dhaka,23.8103,90.4125,2022-02-23,27.1,16.6,0.0,0.0,9.0,Open-Meteo
dhaka,23.8103,90.4125,2022-02-24,28.5,15.8,0.4,0.4,9.9,Open-Meteo
dhaka,23.8103,90.4125,2022-02-25,27.7,17.8,0.2,0.2,35.8,Open-Meteo
dhaka,23.8103,90.4125,2022-02-26,27.9,17.5,0.0,0.0,8.9,Open-Meteo
dhaka,23.8103,90.4125,2022-02-27,28.3,15.8,0.9,0.9,12.5,Open-Meteo
dhaka,23.8103,90.4125,2022-02-28,28.5,18.4,0.1,0.1,8.4,Open-Meteo
dhaka,23.8103,90.4125,2022-03-01,28.9,17.7,0.0,0.0,11.8,Open-Meteo
dhaka,23.8103,90.4125,2022-03-02,28.8,16.8,0.0,0.0,14.3,Open-Meteo
dhaka,23.8103,90.4125,2022-03-03,29.0,15.2,0.0,0.0,12.9,Open-Meteo
dhaka,23.8103,90.4125,2022-03-04,29.0,15.4,0.0,0.0,9.7,Open-Meteo
dhaka,23.8103,90.4125,2022-03-05,30.5,18.3,0.0,0.0,10.0,Open-Meteo
dhaka,23.8103,90.4125,2022-03-06,30.2,16.1,0.0,0.0,13.0,Open-Meteo
dhaka,23.8103,90.4125,2022-03-07,31.9,17.7,0.0,0.0,10.8,Open-Meteo
dhaka,23.8103,90.4125,2022-03-08,32.2,18.4,0.0,0.0,10.2,Open-Meteo
dhaka,23.8103,90.4125,2022-03-09,32.0,18.1,0.0,0.0,9.3,Open-Meteo
dhaka,23.8103,90.4125,2022-03-10,31.8,18.1,0.0,0.0,10.6,Open-Meteo
dhaka,23.8103,90.4125,2022-03-11,31.4,16.5,0.0,0.0,11.2,Open-Meteo
dhaka,23.8103,90.4125,2022-03-12,31.5,18.1,0.0,0.0,12.9,Open-Meteo
dhaka,23.8103,90.4125,2022-03-13,31.6,17.6,0.0,0.0,14.4,Open-Meteo
dhaka,23.8103,90.4125,2022-03-14,32.6,18.3,0.0,0.0,12.7,Open-Meteo
dhaka,23.8103,90.4125,2022-03-15,33.2,19.2,0.0,0.0,11.2,Open-Meteo
dhaka,23.8103,90.4125,2022-03-16,33.7,19.5,0.0,0.0,9.3,Open-Meteo
dhaka,23.8103,90.4125,2022-03-17,34.3,20.9,0.0,0.0,10.6,Open-Meteo
dhaka,23.8103,90.4125,2022-03-18,34.3,19.9,0.0,0.0,10.5,Open-Meteo
dhaka,23.8103,90.4125,2022-03-19,34.3,19.3,0.0,0.0,10.6,Open-Meteo
dhaka,23.8103,90.4125,2022-03-20,34.5,20.2,0.0,0.0,11.5,Open-Meteo
dhaka,23.8103,90.4125,2022-03-21,33.4,20.9,0.0,0.0,11.9,Open-Meteo
dhaka,23.8103,90.4125,2022-03-22,34.6,22.0,0.0,0.0,8.0,Open-Meteo
dhaka,23.8103,90.4125,2022-03-23,35.3,21.3,0.0,0.0,11.6,Open-Meteo
dhaka,23.8103,90.4125,2022-03-24,35.9,24.0,0.0,0.0,19.8,Open-Meteo
dhaka,23.8103,90.4125,2022-03-25,35.0,23.7,3.3,3.3,24.2,Open-Meteo
dhaka,23.8103,90.4125,2022-03-26,33.0,24.4,1.8,1.8,22.7,Open-Meteo
dhaka,23.8103,90.4125,2022-03-27,31.2,24.4,3.5,3.5,18.6,Open-Meteo
dhaka,23.8103,90.4125,2022-03-28,34.6,23.5,0.0,0.0,18.4,Open-Meteo
dhaka,23.8103,90.4125,2022-03-29,33.5,24.2,0.5,0.5,21.9,Open-Meteo
dhaka,23.8103,90.4125,2022-03-30,33.6,24.4,0.6,0.6,18.8,Open-Meteo
dhaka,23.8103,90.4125,2022-03-31,33.2,24.2,2.2,2.2,18.4,Open-Meteo
dhaka,23.8103,90.4125,2022-04-01,34.6,24.7,2.0,2.0,23.7,Open-Meteo
dhaka,23.8103,90.4125,2022-04-02,33.0,25.1,0.4,0.4,17.1,Open-Meteo
dhaka,23.8103,90.4125,2022-04-03,32.9,24.3,2.2,2.2,22.7,Open-Meteo
dhaka,23.8103,90.4125,2022-04-04,35.0,25.6,3.4,3.4,28.2,Open-Meteo
dhaka,23.8103,90.4125,2022-04-05,34.3,24.4,0.0,0.0,23.1,Open-Meteo
dhaka,23.8103,90.4125,2022-04-06,35.0,24.7,0.6,0.6,19.7,Open-Meteo
dhaka,23.8103,90.4125,2022-04-07,33.8,23.9,0.0,0.0,10.9,Open-Meteo
dhaka,23.8103,90.4125,2022-04-08,35.2,24.4,0.2,0.2,18.0,Open-Meteo
dhaka,23.8103,90.4125,2022-04-09,35.6,23.9,6.4,6.4,17.9,Open-Meteo
dhaka,23.8103,90.4125,2022-04-10,34.4,23.7,6.6,6.6,20.2,Open-Meteo
dhaka,23.8103,90.4125,2022-04-11,34.7,23.1,6.5,6.5,19.7,Open-Meteo
dhaka,23.8103,90.4125,2022-04-12,33.6,23.7,1.0,1.0,16.8,Open-Meteo
dhaka,23.8103,90.4125,2022-04-13,33.5,24.6,0.3,0.3,22.3,Open-Meteo
dhaka,23.8103,90.4125,2022-04-14,35.0,25.7,0.2,0.2,23.8,Open-Meteo
dhaka,23.8103,90.4125,2022-04-15,35.4,26.0,0.0,0.0,22.4,Open-Meteo
dhaka,23.8103,90.4125,2022-04-16,34.7,22.5,5.3,5.3,25.2,Open-Meteo
dhaka,23.8103,90.4125,2022-04-17,34.7,24.9,14.7,14.7,20.0,Open-Meteo
dhaka,23.8103,90.4125,2022-04-18,33.1,22.8,9.5,9.5,22.6,Open-Meteo
dhaka,23.8103,90.4125,2022-04-19,32.8,23.5,2.7,2.7,24.6,Open-Meteo
dhaka,23.8103,90.4125,2022-04-20,28.1,22.7,25.0,25.0,22.4,Open-Meteo
dhaka,23.8103,90.4125,2022-04-21,30.5,21.8,4.0,4.0,15.8,Open-Meteo
dhaka,23.8103,90.4125,2022-04-22,28.2,22.3,15.1,15.1,16.6,Open-Meteo
dhaka,23.8103,90.4125,2022-04-23,33.9,24.0,1.9,1.9,24.9,Open-Meteo
dhaka,23.8103,90.4125,2022-04-24,35.1,25.6,0.0,0.0,21.8,Open-Meteo
dhaka,23.8103,90.4125,2022-04-25,35.5,25.5,0.0,0.0,21.0,Open-Meteo
dhaka,23.8103,90.4125,2022-04-26,34.6,25.8,0.0,0.0,18.1,Open-Meteo
dhaka,23.8103,90.4125,2022-04-27,34.8,25.1,0.2,0.2,18.8,Open-Meteo
dhaka,23.8103,90.4125,2022-04-28,34.1,25.4,0.3,0.3,12.3,Open-Meteo
dhaka,23.8103,90.4125,2022-04-29,34.7,26.0,1.4,1.4,17.0,Open-Meteo
dhaka,23.8103,90.4125,2022-04-30,33.5,23.3,3.6,3.6,18.3,Open-Meteo
dhaka,23.8103,90.4125,2022-05-01,33.0,22.4,11.5,11.5,26.7,Open-Meteo
dhaka,23.8103,90.4125,2022-05-02,31.3,23.3,5.5,5.5,14.6,Open-Meteo
dhaka,23.8103,90.4125,2022-05-03,30.2,22.0,3.1,3.1,16.3,Open-Meteo
dhaka,23.8103,90.4125,2022-05-04,29.9,21.6,5.7,5.7,10.3,Open-Meteo
dhaka,23.8103,90.4125,2022-05-05,29.3,22.5,0.2,0.2,13.5,Open-Meteo
dhaka,23.8103,90.4125,2022-05-06,31.0,24.1,6.2,6.2,10.7,Open-Meteo
dhaka,23.8103,90.4125,2022-05-07,31.9,24.4,0.5,0.5,7.1,Open-Meteo
dhaka,23.8103,90.4125,2022-05-08,33.0,24.9,0.2,0.2,10.3,Open-Meteo
dhaka,23.8103,90.4125,2022-05-09,28.0,25.2,6.2,6.2,16.0,Open-Meteo
dhaka,23.8103,90.4125,2022-05-10,28.7,24.8,12.9,12.9,15.8,Open-Meteo
dhaka,23.8103,90.4125,2022-05-11,30.4,25.4,30.1,30.1,19.5,Open-Meteo
dhaka,23.8103,90.4125,2022-05-12,30.8,25.6,3.9,3.9,17.6,Open-Meteo
dhaka,23.8103,90.4125,2022-05-13,31.0,26.1,18.3,18.3,25.8,Open-Meteo
dhaka,23.8103,90.4125,2022-05-14,33.9,27.2,1.1,1.1,28.3,Open-Meteo
dhaka,23.8103,90.4125,2022-05-15,33.7,27.3,0.8,0.8,24.0,Open-Meteo
dhaka,23.8103,90.4125,2022-05-16,33.9,26.7,1.6,1.6,24.0,Open-Meteo
dhaka,23.8103,90.4125,2022-05-17,33.6,24.8,2.9,2.9,22.3,Open-Meteo
dhaka,23.8103,90.4125,2022-05-18,31.1,27.0,10.7,10.7,23.9,Open-Meteo
dhaka,23.8103,90.4125,2022-05-19,33.4,27.0,6.7,6.7,21.0,Open-Meteo
dhaka,23.8103,90.4125,2022-05-20,30.8,26.0,12.7,12.7,19.6,Open-Meteo
dhaka,23.8103,90.4125,2022-05-21,33.9,24.2,28.5,28.5,20.4,Open-Meteo
dhaka,23.8103,90.4125,2022-05-22,32.2,26.0,10.6,10.6,13.7,Open-Meteo
dhaka,23.8103,90.4125,2022-05-23,31.9,22.7,12.6,12.6,19.1,Open-Meteo
dhaka,23.8103,90.4125,2022-05-24,33.2,24.4,0.0,0.0,6.5,Open-Meteo
dhaka,23.8103,90.4125,2022-05-25,32.7,26.3,2.7,2.7,12.0,Open-Meteo
dhaka,23.8103,90.4125,2022-05-26,31.1,25.2,2.6,2.6,17.0,Open-Meteo
dhaka,23.8103,90.4125,2022-05-27,30.9,24.5,6.0,6.0,17.3,Open-Meteo
dhaka,23.8103,90.4125,2022-05-28,32.2,25.0,3.3,3.3,15.6,Open-Meteo
dhaka,23.8103,90.4125,2022-05-29,31.5,25.7,8.2,8.2,14.1,Open-Meteo
dhaka,23.8103,90.4125,2022-05-30,32.3,25.2,0.2,0.2,12.9,Open-Meteo
dhaka,23.8103,90.4125,2022-05-31,31.6,25.5,1.0,1.0,13.5,Open-Meteo
dhaka,23.8103,90.4125,2022-06-01,31.7,24.9,9.2,9.2,13.4,Open-Meteo
dhaka,23.8103,90.4125,2022-06-02,31.5,25.7,2.3,2.3,14.7,Open-Meteo
dhaka,23.8103,90.4125,2022-06-03,30.6,26.6,14.7,14.7,17.7,Open-Meteo
dhaka,23.8103,90.4125,2022-06-04,32.3,26.5,1.9,1.9,21.4,Open-Meteo
dhaka,23.8103,90.4125,2022-06-05,32.5,26.1,2.4,2.4,19.9,Open-Meteo
dhaka,23.8103,90.4125,2022-06-06,33.4,27.0,3.3,3.3,18.1,Open-Meteo
dhaka,23.8103,90.4125,2022-06-07,31.9,27.0,3.0,3.0,16.3,Open-Meteo
dhaka,23.8103,90.4125,2022-06-08,33.7,27.0,2.1,2.1,17.3,Open-Meteo
dhaka,23.8103,90.4125,2022-06-09,31.0,26.4,5.4,5.4,23.1,Open-Meteo
dhaka,23.8103,90.4125,2022-06-10,32.3,26.5,1.7,1.7,18.0,Open-Meteo
dhaka,23.8103,90.4125,2022-06-11,32.4,26.5,2.3,2.3,26.0,Open-Meteo
dhaka,23.8103,90.4125,2022-06-12,33.1,27.6,10.1,10.1,25.2,Open-Meteo
dhaka,23.8103,90.4125,2022-06-13,33.6,27.7,7.0,7.0,27.0,Open-Meteo
dhaka,23.8103,90.4125,2022-06-14,32.2,27.3,7.5,7.5,25.2,Open-Meteo
dhaka,23.8103,90.4125,2022-06-15,31.2,26.8,30.7,30.7,24.2,Open-Meteo
dhaka,23.8103,90.4125,2022-06-16,31.0,26.1,23.5,23.5,24.1,Open-Meteo
dhaka,23.8103,90.4125,2022-06-17,29.1,25.2,33.1,33.1,24.9,Open-Meteo
dhaka,23.8103,90.4125,2022-06-18,28.3,25.5,42.5,42.5,22.7,Open-Meteo
dhaka,23.8103,90.4125,2022-06-19,28.3,25.9,33.4,33.4,19.1,Open-Meteo
dhaka,23.8103,90.4125,2022-06-20,29.7,24.9,18.6,18.6,17.9,Open-Meteo
dhaka,23.8103,90.4125,2022-06-21,30.3,24.5,2.9,2.9,20.3,Open-Meteo
dhaka,23.8103,90.4125,2022-06-22,31.8,25.1,2.0,2.0,19.5,Open-Meteo
dhaka,23.8103,90.4125,2022-06-23,30.4,25.7,1.4,1.4,20.5,Open-Meteo
dhaka,23.8103,90.4125,2022-06-24,30.8,25.6,2.4,2.4,22.5,Open-Meteo
dhaka,23.8103,90.4125,2022-06-25,30.9,25.7,2.4,2.4,22.1,Open-Meteo
dhaka,23.8103,90.4125,2022-06-26,31.6,26.2,1.3,1.3,19.8,Open-Meteo
dhaka,23.8103,90.4125,2022-06-27,32.4,26.2,5.8,5.8,15.3,Open-Meteo
dhaka,23.8103,90.4125,2022-06-28,32.2,26.8,10.5,10.5,18.8,Open-Meteo
dhaka,23.8103,90.4125,2022-06-29,30.8,26.6,13.4,13.4,17.5,Open-Meteo
dhaka,23.8103,90.4125,2022-06-30,29.6,25.1,11.4,11.4,13.9,Open-Meteo
dhaka,23.8103,90.4125,2022-07-01,31.0,25.3,17.6,17.6,14.7,Open-Meteo
dhaka,23.8103,90.4125,2022-07-02,31.9,25.9,1.3,1.3,15.8,Open-Meteo
dhaka,23.8103,90.4125,2022-07-03,30.9,26.1,4.2,4.2,19.2,Open-Meteo
dhaka,23.8103,90.4125,2022-07-04,31.9,26.3,1.0,1.0,15.5,Open-Meteo
dhaka,23.8103,90.4125,2022-07-05,32.6,26.6,2.0,2.0,17.1,Open-Meteo
dhaka,23.8103,90.4125,2022-07-06,32.0,26.9,2.6,2.6,20.9,Open-Meteo
dhaka,23.8103,90.4125,2022-07-07,32.6,26.5,0.7,0.7,15.5,Open-Meteo
dhaka,23.8103,90.4125,2022-07-08,32.2,26.6,1.3,1.3,17.5,Open-Meteo
dhaka,23.8103,90.4125,2022-07-09,32.9,26.4,1.7,1.7,16.1,Open-Meteo
dhaka,23.8103,90.4125,2022-07-10,33.1,26.8,1.4,1.4,19.3,Open-Meteo
dhaka,23.8103,90.4125,2022-07-11,32.2,26.7,2.9,2.9,20.2,Open-Meteo
dhaka,23.8103,90.4125,2022-07-12,34.1,26.8,0.7,0.7,21.3,Open-Meteo
dhaka,23.8103,90.4125,2022-07-13,34.6,27.0,0.7,0.7,21.1,Open-Meteo
dhaka,23.8103,90.4125,2022-07-14,34.4,26.9,1.7,1.7,20.1,Open-Meteo
dhaka,23.8103,90.4125,2022-07-15,33.6,26.4,9.6,9.6,18.4,Open-Meteo
dhaka,23.8103,90.4125,2022-07-16,33.6,26.9,0.9,0.9,20.8,Open-Meteo
dhaka,23.8103,90.4125,2022-07-17,33.7,27.2,0.1,0.1,25.2,Open-Meteo
dhaka,23.8103,90.4125,2022-07-18,33.1,26.6,2.9,2.9,19.0,Open-Meteo
dhaka,23.8103,90.4125,2022-07-19,33.1,27.1,5.4,5.4,20.2,Open-Meteo
dhaka,23.8103,90.4125,2022-07-20,31.8,25.8,17.8,17.8,16.4,Open-Meteo
dhaka,23.8103,90.4125,2022-07-21,32.9,26.6,2.3,2.3,16.1,Open-Meteo
dhaka,23.8103,90.4125,2022-07-22,33.8,26.8,1.4,1.4,15.5,Open-Meteo
dhaka,23.8103,90.4125,2022-07-23,31.8,27.2,5.8,5.8,18.5,Open-Meteo
dhaka,23.8103,90.4125,2022-07-24,29.4,25.8,11.8,11.8,17.3,Open-Meteo
dhaka,23.8103,90.4125,2022-07-25,29.9,25.2,11.3,11.3,17.0,Open-Meteo
dhaka,23.8103,90.4125,2022-07-26,29.8,25.8,12.8,12.8,9.0,Open-Meteo
dhaka,23.8103,90.4125,2022-07-27,32.4,25.5,0.8,0.8,13.1,Open-Meteo
dhaka,23.8103,90.4125,2022-07-28,32.6,26.3,1.0,1.0,12.9,Open-Meteo
dhaka,23.8103,90.4125,2022-07-29,33.2,26.4,0.6,0.6,14.6,Open-Meteo
dhaka,23.8103,90.4125,2022-07-30,33.0,27.3,8.0,8.0,16.3,Open-Meteo
dhaka,23.8103,90.4125,2022-07-31,33.5,27.3,4.0,4.0,15.7,Open-Meteo
dhaka,23.8103,90.4125,2022-08-01,31.8,25.5,8.4,8.4,11.0,Open-Meteo
dhaka,23.8103,90.4125,2022-08-02,32.1,26.4,7.6,7.6,9.7,Open-Meteo
dhaka,23.8103,90.4125,2022-08-03,32.2,26.2,17.4,17.4,13.0,Open-Meteo
dhaka,23.8103,90.4125,2022-08-04,32.7,26.4,2.4,2.4,15.6,Open-Meteo
dhaka,23.8103,90.4125,2022-08-05,33.1,26.4,3.9,3.9,12.8,Open-Meteo
dhaka,23.8103,90.4125,2022-08-06,32.1,26.6,5.4,5.4,14.9,Open-Meteo
dhaka,23.8103,90.4125,2022-08-07,33.5,26.5,2.3,2.3,15.2,Open-Meteo
dhaka,23.8103,90.4125,2022-08-08,33.6,26.8,4.6,4.6,20.6,Open-Meteo
dhaka,23.8103,90.4125,2022-08-09,32.2,26.3,2.1,2.1,28.4,Open-Meteo
dhaka,23.8103,90.4125,2022-08-10,31.4,26.1,3.0,3.0,31.6,Open-Meteo
dhaka,23.8103,90.4125,2022-08-11,30.8,26.2,1.7,1.7,30.6,Open-Meteo
dhaka,23.8103,90.4125,2022-08-12,32.5,25.5,1.9,1.9,16.5,Open-Meteo
dhaka,23.8103,90.4125,2022-08-13,32.4,26.2,1.4,1.4,26.8,Open-Meteo
dhaka,23.8103,90.4125,2022-08-14,29.8,26.3,4.2,4.2,32.6,Open-Meteo
dhaka,23.8103,90.4125,2022-08-15,31.2,26.0,1.2,1.2,21.7,Open-Meteo
dhaka,23.8103,90.4125,2022-08-16,32.8,25.7,1.2,1.2,10.8,Open-Meteo
dhaka,23.8103,90.4125,2022-08-17,33.6,26.7,0.3,0.3,7.2,Open-Meteo
dhaka,23.8103,90.4125,2022-08-18,36.7,27.2,17.8,17.8,18.4,Open-Meteo
dhaka,23.8103,90.4125,2022-08-19,32.4,26.9,1.0,1.0,25.5,Open-Meteo
dhaka,23.8103,90.4125,2022-08-20,32.0,26.2,4.8,4.8,26.0,Open-Meteo
dhaka,23.8103,90.4125,2022-08-21,32.3,26.3,0.8,0.8,17.1,Open-Meteo
dhaka,23.8103,90.4125,2022-08-22,34.0,26.6,1.6,1.6,10.6,Open-Meteo
dhaka,23.8103,90.4125,2022-08-23,31.1,25.1,15.3,15.3,19.5,Open-Meteo
dhaka,23.8103,90.4125,2022-08-24,31.7,25.8,1.2,1.2,24.2,Open-Meteo
dhaka,23.8103,90.4125,2022-08-25,32.4,25.1,0.1,0.1,13.1,Open-Meteo
dhaka,23.8103,90.4125,2022-08-26,33.2,26.6,0.4,0.4,9.8,Open-Meteo
dhaka,23.8103,90.4125,2022-08-27,32.1,27.1,1.2,1.2,18.7,Open-Meteo
dhaka,23.8103,90.4125,2022-08-28,31.5,26.4,8.1,8.1,18.7,Open-Meteo
dhaka,23.8103,90.4125,2022-08-29,32.8,25.9,0.6,0.6,10.8,Open-Meteo
dhaka,23.8103,90.4125,2022-08-30,33.9,26.6,0.0,0.0,10.3,Open-Meteo
dhaka,23.8103,90.4125,2022-08-31,34.0,27.1,0.0,0.0,12.4,Open-Meteo
dhaka,23.8103,90.4125,2022-09-01,33.0,27.1,1.9,1.9,15.6,Open-Meteo
dhaka,23.8103,90.4125,2022-09-02,33.3,26.1,6.3,6.3,15.0,Open-Meteo
dhaka,23.8103,90.4125,2022-09-03,32.3,26.8,9.0,9.0,16.8,Open-Meteo
dhaka,23.8103,90.4125,2022-09-04,31.4,25.1,47.0,47.0,14.9,Open-Meteo
dhaka,23.8103,90.4125,2022-09-05,31.8,26.3,6.9,6.9,15.7,Open-Meteo
dhaka,23.8103,90.4125,2022-09-06,31.5,26.2,4.0,4.0,13.3,Open-Meteo
dhaka,23.8103,90.4125,2022-09-07,33.4,26.4,0.2,0.2,8.7,Open-Meteo
dhaka,23.8103,90.4125,2022-09-08,33.7,27.4,0.5,0.5,5.9,Open-Meteo
dhaka,23.8103,90.4125,2022-09-09,33.8,26.6,5.8,5.8,13.4,Open-Meteo
dhaka,23.8103,90.4125,2022-09-10,31.4,26.0,18.1,18.1,15.6,Open-Meteo
dhaka,23.8103,90.4125,2022-09-11,28.4,24.7,21.4,21.4,23.7,Open-Meteo
dhaka,23.8103,90.4125,2022-09-12,27.0,24.5,25.5,25.5,19.2,Open-Meteo
dhaka,23.8103,90.4125,2022-09-13,26.8,24.2,52.6,52.6,20.1,Open-Meteo
dhaka,23.8103,90.4125,2022-09-14,25.8,23.9,43.8,43.8,16.6,Open-Meteo
dhaka,23.8103,90.4125,2022-09-15,30.4,24.0,6.9,6.9,15.5,Open-Meteo
dhaka,23.8103,90.4125,2022-09-16,29.9,24.2,17.0,17.0,10.9,Open-Meteo
dhaka,23.8103,90.4125,2022-09-17,31.9,25.3,13.4,13.4,11.9,Open-Meteo
dhaka,23.8103,90.4125,2022-09-18,32.1,25.8,3.6,3.6,9.4,Open-Meteo
dhaka,23.8103,90.4125,2022-09-19,32.0,24.5,16.4,16.4,17.0,Open-Meteo
dhaka,23.8103,90.4125,2022-09-20,31.0,26.2,2.7,2.7,25.7,Open-Meteo
dhaka,23.8103,90.4125,2022-09-21,31.3,25.9,2.0,2.0,19.7,Open-Meteo
dhaka,23.8103,90.4125,2022-09-22,31.8,25.8,3.9,3.9,15.3,Open-Meteo
dhaka,23.8103,90.4125,2022-09-23,31.9,25.6,1.6,1.6,15.5,Open-Meteo
dhaka,23.8103,90.4125,2022-09-24,31.5,25.9,0.0,0.0,10.2,Open-Meteo
dhaka,23.8103,90.4125,2022-09-25,31.3,26.1,1.0,1.0,11.1,Open-Meteo
dhaka,23.8103,90.4125,2022-09-26,31.9,25.7,12.4,12.4,7.2,Open-Meteo
dhaka,23.8103,90.4125,2022-09-27,31.3,25.6,7.2,7.2,7.1,Open-Meteo
dhaka,23.8103,90.4125,2022-09-28,32.1,24.9,11.5,11.5,12.7,Open-Meteo
dhaka,23.8103,90.4125,2022-09-29,32.5,25.9,3.1,3.1,9.4,Open-Meteo
dhaka,23.8103,90.4125,2022-09-30,34.1,25.9,0.0,0.0,8.7,Open-Meteo
dhaka,23.8103,90.4125,2022-10-01,32.8,26.5,7.0,7.0,13.7,Open-Meteo
dhaka,23.8103,90.4125,2022-10-02,30.8,25.3,24.2,24.2,13.6,Open-Meteo
dhaka,23.8103,90.4125,2022-10-03,28.0,24.7,37.5,37.5,18.5,Open-Meteo
dhaka,23.8103,90.4125,2022-10-04,31.9,24.4,11.2,11.2,13.8,Open-Meteo
dhaka,23.8103,90.4125,2022-10-05,32.1,25.0,2.3,2.3,11.2,Open-Meteo
